way_id,point_index,lat,lon
25400105,9,50.1055971,14.4123826
25400105,10,50.1055326,14.4124782
25400105,11,50.1054534,14.4126293
25400105,12,50.1053851,14.4128413
25400105,13,50.1052224,14.4133731
25400106,0,50.1029875,14.4232364
25400106,1,50.1029999,14.4229814
25400106,2,50.103006,14.4228547
25400106,3,50.103018,14.4225922
25400106,4,50.103067,14.4215171
25400106,5,50.1031095,14.4211863
25400106,6,50.1032223,14.4203079
25400107,0,50.105436,14.4208989
25400107,1,50.1053277,14.4209657
25400107,2,50.1051488,14.4213151
25400107,3,50.1049854,14.4215591
25400107,4,50.1048489,14.4217072
25400107,5,50.1046606,14.4218392
25400107,6,50.1044846,14.4218907
25400107,7,50.1043525,14.4218449
25400107,8,50.1042333,14.4217277
25400107,9,50.1041863,14.4216255
25400107,10,50.1041488,14.4214961
25400107,11,50.1041325,14.4213417
25400112,0,50.1056949,14.4154803
25400112,1,50.1057479,14.4155524
25400112,2,50.1059593,14.4158319
25400112,3,50.1060633,14.4158747
25400112,4,50.1061551,14.415909
25400112,5,50.1062377,14.4159315
25400112,6,50.1063215,14.4159418
25400112,7,50.1063956,14.4159472
25400112,8,50.1064586,14.415944
25400112,9,50.106552,14.4159377
25400112,10,50.1067586,14.4158685
25400112,11,50.1070375,14.4157381
25400112,12,50.1072675,14.4156141
25400112,13,50.1073719,14.4156074
25400112,14,50.1074756,14.415638
25400112,15,50.1075276,14.4156685
25400112,16,50.1075822,14.4157195
25400112,17,50.1076162,14.4157771
25400112,18,50.1076482,14.4158587
25400114,0,50.1094491,14.4184657
25400114,1,50.1094906,14.4183611
25400114,2,50.1095242,14.4182937
25400114,3,50.1096859,14.4179697
25400114,4,50.1099346,14.4175347
25400114,5,50.1099809,14.4174526
25400114,6,50.1100828,14.4172718
25400114,7,50.1103985,14.4167481
25400115,0,50.1060425,14.4232244
25400115,1,50.1063904,14.4235399
25400115,2,50.106573,14.4237099
25400115,3,50.1068736,14.4239414
25400115,4,50.107188,14.4240844
25400115,5,50.1075507,14.4241131
25400115,6,50.1078593,14.4240754
25400115,7,50.1079195,14.4240872
25582859,0,50.1079236,14.4063582
25582859,1,50.1080359,14.4063063
25582859,2,50.1081338,14.4062611
25582859,3,50.1082557,14.4062054
25582859,4,50.1084392,14.4059894
25582860,0,50.1076862,14.4065648
25582860,1,50.1076764,14.4067152
25582860,2,50.107607,14.4068129
25582860,3,50.1073677,14.407127
25582860,4,50.1073152,14.40722
25582860,5,50.1072395,14.4075136
25738282,0,50.1067096,14.4066495
25738282,1,50.1067011,14.4065358
25738282,2,50.1066581,14.4064056
27119844,0,50.1079236,14.4063582
