way_id,point_index,lat,lon
635735792,16,49.0836199,17.3372277
635735792,17,49.083629,17.3372649
635735792,18,49.0836413,17.33731
635747453,0,49.0821013,17.3392084
635747453,1,49.0820028,17.3392711
635747453,2,49.0819554,17.3392925
635747453,3,49.0818674,17.3394156
635747453,4,49.0818349,17.3395443
635747453,5,49.0817498,17.3396855
635747453,6,49.0816145,17.3397498
635747453,7,49.0814902,17.339655
635747453,8,49.0814451,17.3395782
635747453,9,49.0814636,17.3394574
635747453,10,49.0815634,17.3393309
635747453,11,49.0815634,17.3392699
635747453,12,49.0815509,17.339236
635747453,13,49.0815272,17.3392135
635747453,14,49.0814799,17.3392202
635747453,15,49.0813371,17.3392948
635747453,16,49.0812661,17.3392598
635747453,17,49.0812698,17.3391875
635747453,18,49.0813356,17.3391051
635747453,19,49.0813933,17.3390305
635747453,20,49.0814294,17.3389664
635747454,0,49.0811939,17.3386859
635747454,1,49.0812565,17.3387268
635747454,2,49.0813423,17.3387923
635747454,3,49.0814207,17.3389628
635747454,4,49.0814294,17.3389664
635747454,5,49.0814451,17.3389729
635747454,6,49.0816611,17.3389492
635747454,7,49.081698,17.3389187
635747454,8,49.0817757,17.3388442
635747454,9,49.0818881,17.3388149
635747454,10,49.0819162,17.3387878
635747454,11,49.0820323,17.3386556
635747454,12,49.0820671,17.3386285
635747454,13,49.0820955,17.3386194
635747455,0,49.0812857,17.3381287
635747455,1,49.0812683,17.3382746
635747455,2,49.0812078,17.338647
635747455,3,49.0811939,17.3386859
635747455,4,49.0811861,17.3387078
635747455,5,49.0811157,17.3387619
635747455,6,49.0810898,17.3387818
635747455,7,49.0810652,17.3387641
635747455,8,49.0810309,17.3386782
635747455,9,49.0809422,17.3382785
635747455,10,49.0809126,17.3382096
635747455,11,49.0808778,17.3381453
635747455,12,49.0807809,17.3380177
635747455,13,49.0807388,17.3379318
635747455,14,49.0807325,17.3378971
635747455,15,49.0807292,17.3378788
635747455,16,49.0807314,17.3378505
635747455,17,49.0807595,17.3377884
635747455,18,49.0807928,17.3377365
635747455,19,49.0808238,17.337706
635747455,20,49.0810265,17.337549
635747455,21,49.0810701,17.3374858
635747455,22,49.0811478,17.3373616
635747455,23,49.081241,17.3371787
635747455,24,49.0812883,17.3370951
635747455,25,49.0813697,17.3370454
635747455,26,49.0814432,17.3370199
635747456,0,49.0822117,17.3383392
635747456,1,49.082153,17.3384934
635747456,2,49.0820955,17.3386194
635747456,3,49.082089,17.3387161
635747456,4,49.0820803,17.3389619
635747456,5,49.0820803,17.3390951
635747456,6,49.0821013,17.3392084
635747456,7,49.0821477,17.3393185
635747457,0,49.0855597,17.3374208
635747457,1,49.0854135,17.3368952
635747463,0,49.0831606,17.3405243
635747463,1,49.0831065,17.340497
635747463,2,49.0830756,17.3404486
635747463,3,49.0829883,17.3402584
635747463,4,49.0828468,17.3400587
635747463,5,49.082799,17.3399724
635747463,6,49.0826264,17.3399132
635747463,7,49.0825942,17.3398603
635747463,8,49.0825778,17.3397534
635747463,9,49.082579,17.3397004
635747464,0,49.0842073,17.3409231
635747464,1,49.0842833,17.3408476
635747464,2,49.0843823,17.3407766
635747464,3,49.0844693,17.3407249
635747464,4,49.084537,17.3406833
635747464,5,49.0846472,17.340589
635747464,6,49.0847191,17.3405374
688959037,0,49.0830851,17.3389057
688959037,1,49.0828264,17.3389761
688959037,2,49.082679,17.3390928
688959037,3,49.0824483,17.3392762
688959037,4,49.0823487,17.3393991
688959037,5,49.0822578,17.339527
759175262,0,49.0859621,17.3394366
759175262,1,49.0860041,17.3396163
759175262,2,49.0866612,17.3414204
800115521,0,49.0851042,17.3373963
800115521,1,49.0850837,17.337294
800115522,0,49.0850837,17.337294
800115522,1,49.0850566,17.3371583
800115522,2,49.0849798,17.3372051
911854647,0,49.0854069,17.3425909
911854647,1,49.0859504,17.3421073
911854647,2,49.0867414,17.341475
911854647,3,49.0867863,17.3414395
911854651,0,49.0842989,17.3369205
911854651,1,49.0842661,17.3368549
911854651,2,49.0842258,17.3368242
911854651,3,49.0841773,17.3368435
911854651,4,49.0841594,17.3368925
911854651,5,49.0841609,17.3369438
911854651,6,49.0841766,17.336995
911854651,7,49.0841945,17.3370258
911854651,8,49.0842417,17.3370466
1056482054,0,49.0813319,17.3381268
1056482054,1,49.0813631,17.3380753
1056482054,2,49.081382,17.3379923
1056482054,3,49.0813631,17.3379017
1056482054,4,49.081321,17.3378413
1056482054,5,49.0812739,17.3377948
1056482055,0,49.0807325,17.3378971
1056482055,1,49.0806693,17.3379106
1082486388,0,49.0835139,17.3354315
1082486388,1,49.083537,17.3354248
1082486388,2,49.0835182,17.3352608
1082486388,3,49.0835092,17.334912
1082486388,4,49.0835068,17.3347856
1082486388,5,49.0834353,17.3346453
1082486388,6,49.0829551,17.3337097
1082486389,0,49.0832684,17.3353619
1082486389,1,49.0835182,17.3352608
